01,79009990011,79001112233,2024-09-23T18:58:54,2024-09-23T19:41:16
01,79002223344,79001112233,2024-09-23T23:29:51,2024-09-23T23:38:13
01,79001112233,79005556677,2024-09-24T15:49:22,2024-09-24T16:17:52
02,79009990011,79001112233,2024-09-25T11:52:11,2024-09-25T12:50:32
01,79001112233,79007778899,2024-09-25T16:40:27,2024-09-25T17:17:18
02,79009990011,79001112233,2024-09-29T06:52:59,2024-09-29T07:25:46
02,79008889900,79001112233,2024-09-29T22:58:22,2024-09-29T23:11:52
01,79001112233,79008889900,2024-09-30T10:43:06,2024-09-30T11:18:55
01,79004445566,79001112233,2024-09-30T15:20:22,2024-09-30T15:55:06
02,79007778899,79001112233,2024-10-01T11:35:14,2024-10-01T11:58:13
02,79000001122,79001112233,2024-10-01T15:15:42,2024-10-01T15:26:15
02,79002223344,79001112233,2024-10-03T19:44:29,2024-10-03T19:44:53
02,79001112233,79008889900,2024-10-04T08:09:03,2024-10-04T08:23:31
01,79005556677,79001112233,2024-10-04T12:01:54,2024-10-04T12:04:19
02,79000001122,79001112233,2024-10-04T14:08:07,2024-10-04T14:24:43
02,79004445566,79001112233,2024-10-05T08:01:50,2024-10-05T08:34:30
02,79001112233,79008889900,2024-10-05T10:51:20,2024-10-05T10:56:36
02,79001112233,79004445566,2024-10-06T02:46:26,2024-10-06T02:52:51
02,79007778899,79001112233,2024-10-10T10:13:11,2024-10-10T11:00:08
02,79001112233,79004445566,2024-10-11T14:28:14,2024-10-11T15:27:18
02,79001112233,79005556677,2024-10-13T10:14:35,2024-10-13T10:19:42
02,79002223344,79001112233,2024-10-13T15:45:10,2024-10-13T16:27:38
01,79001112233,79007778899,2024-10-16T16:04:43,2024-10-16T16:40:02
02,79001112233,79003334455,2024-10-16T18:46:22,2024-10-16T19:00:16
02,79001112233,79007778899,2024-10-17T02:44:23,2024-10-17T02:46:11
02,79009990011,79001112233,2024-10-17T04:23:38,2024-10-17T04:27:04
01,79001112233,79008889900,2024-10-17T14:55:51,2024-10-17T15:04:08
02,79001112233,79008889900,2024-10-17T18:20:20,2024-10-17T18:46:38
02,79001112233,79004445566,2024-10-17T18:35:33,2024-10-17T19:00:50
01,79008889900,79001112233,2024-10-18T00:16:13,2024-10-18T00:29:15
02,79005556677,79001112233,2024-10-18T19:09:59,2024-10-18T20:04:39
01,79001112233,79006667788,2024-10-19T16:47:34,2024-10-19T17:05:49
02,79001112233,79009990011,2024-10-21T22:56:03,2024-10-21T23:46:13
02,79003334455,79001112233,2024-10-24T03:22:46,2024-10-24T03:38:28
01,79009990011,79001112233,2024-10-24T11:31:23,2024-10-24T12:31:22
01,79001112233,79008889900,2024-10-28T21:03:41,2024-10-28T21:18:15
01,79006667788,79001112233,2024-10-29T08:07:15,2024-10-29T08:29:34
02,79001112233,79007778899,2024-10-30T01:27:39,2024-10-30T01:38:46
01,79001112233,79002223344,2024-10-30T05:51:18,2024-10-30T06:08:25
02,79001112233,79009990011,2024-11-02T14:19:30,2024-11-02T14:52:21
01,79001112233,79004445566,2024-11-05T23:29:36,2024-11-06T00:04:31
02,79006667788,79001112233,2024-11-06T19:48:04,2024-11-06T20:47:15
02,79008889900,79001112233,2024-11-13T00:04:22,2024-11-13T00:21:41
02,79001112233,79006667788,2024-11-15T15:54:54,2024-11-15T16:18:08
02,79005556677,79001112233,2024-11-22T23:29:58,2024-11-22T23:39:04
02,79006667788,79001112233,2024-11-27T11:02:44,2024-11-27T11:09:20
01,79002223344,79001112233,2024-11-29T02:33,2024-11-29T02:52:52
02,79009990011,79001112233,2024-11-29T03:19:53,2024-11-29T03:36:54
01,79001112233,79008889900,2024-11-29T17:31:45,2024-11-29T17:38:11
01,79001112233,79008889900,2024-11-29T19:22:02,2024-11-29T20:09:13
01,79003334455,79001112233,2024-12-01T01:49:44,2024-12-01T02:26:36
02,79001112233,79000001122,2024-12-02T01:11:30,2024-12-02T02:03:23
02,79006667788,79001112233,2024-12-02T14:42:14,2024-12-02T15:13:56
02,79005556677,79001112233,2024-12-04T19:20:32,2024-12-04T19:50:50
02,79002223344,79001112233,2024-12-05T02:22:25,2024-12-05T02:53:12
02,79001112233,79009990011,2024-12-06T07:21:42,2024-12-06T07:42:19
01,79001112233,79007778899,2024-12-06T11:48:27,2024-12-06T12:35:48
01,79001112233,79005556677,2024-12-06T21:14:42,2024-12-06T21:55:13
01,79001112233,79007778899,2024-12-09T13:33:45,2024-12-09T14:16:52
02,79001112233,79004445566,2024-12-12T16:41:32,2024-12-12T16:50:39
01,79001112233,79003334455,2024-12-12T18:09:52,2024-12-12T18:32:23
02,79008889900,79001112233,2024-12-14T19:51:30,2024-12-14T20:35:38
01,79001112233,79004445566,2024-12-16T03:50:23,2024-12-16T04:12:14
02,79000001122,79001112233,2024-12-16T16:12:59,2024-12-16T16:16:56
01,79001112233,79005556677,2024-12-17T14:42:53,2024-12-17T15:03:59
01,79001112233,79000001122,2024-12-19T03:51:33,2024-12-19T04:49:13
01,79001112233,79004445566,2024-12-19T14:23:25,2024-12-19T15:13:35
01,79007778899,79001112233,2024-12-19T15:59:32,2024-12-19T16:45:36
01,79003334455,79001112233,2024-12-20T03:46:19,2024-12-20T04:24:59
02,79009990011,79001112233,2024-12-22T19:27:44,2024-12-22T19:43:24
02,79008889900,79001112233,2024-12-23T07:12:43,2024-12-23T07:20:39
02,79001112233,79006667788,2024-12-24T12:36:32,2024-12-24T13:19:52
01,79000001122,79001112233,2024-12-25T23:00:21,2024-12-25T23:35:30
01,79001112233,79000001122,2024-12-26T07:01:39,2024-12-26T07:36:26
02,79001112233,79002223344,2024-12-26T17:02:07,2024-12-26T17:54:44
01,79001112233,79000001122,2024-12-29T00:36:44,2024-12-29T00:58:47
02,79001112233,79003334455,2025-01-03T01:57:20,2025-01-03T02:13:16
02,79001112233,79002223344,2025-01-05T18:23:20,2025-01-05T18:48:24
02,79001112233,79008889900,2025-01-07T17:18:30,2025-01-07T17:37:47
01,79004445566,79001112233,2025-01-08T05:32:37,2025-01-08T06:09:16
01,79005556677,79001112233,2025-01-08T10:18:31,2025-01-08T10:32:57
01,79004445566,79001112233,2025-01-08T11:55:39,2025-01-08T12:10:57
01,79001112233,79009990011,2025-01-08T15:27:21,2025-01-08T16:09:10
